5,63.33,91.56,28.11,49.1,23.33,92.72,88.85
5,32.89,3.16,88.26,63.35,59.23,52.84,64.08
4,80.69,62.66,23.49,11.99,96.81,3.65,89.82
0,4.6,12.74,37.05,57.11,85.37,17.34,30.98
5,92.44,2.12,32.79,92.03,85.36,41.52,4.8
2,21.99,68.82,0.08,52.16,61.64,50.29,50.74
5,75.25,6.13,52.66,14.07,56.92,65.83,81.42
2,26.18,40.9,64.87,68.59,83.83,30.87,46.28
2,4.84,59.94,28.6,36.36,13.78,75.71,54.29
3,54.21,67.39,25.7,7.81,8.7,34.79,58.15
5,46.81,5.49,76.34,55.56,10.24,53.01,38.37
3,68.56,41.63,42.89,96.9,50.03,71.03,11.69
1,61.9,34.2,61.14,85.47,21.48,46.65,31.39
0,98.59,57.17,4.97,37.56,32.51,22.34,85.19
2,66.49,24.66,2.67,80.14,17.4,33.93,71.79
1,56.27,90.52,88.61,75.35,0.96,65.61,52.76
2,32.69,67.23,3.9,59.08,18.18,30.19,65.14
2,1.66,74.85,21.92,74.76,32.77,91.93,36.72
0,3.37,67.11,28.41,21.11,81.46,90.32,9.73
5,46.84,38.33,77.48,29.46,92.24,38.09,49.5
5,39.52,38.37,11.21,31.06,42.03,6.67,63.64
3,13.62,52.15,86.54,32.45,48.34,44.99,69.64
2,34.94,69.33,69.33,93.67,70.97,62.53,32.72
2,52.1,38.64,22.17,12.99,59.23,55.36,20.26
1,86.71,7.54,15.64,31.92,45.88,94.44,26.21
2,45.32,61.57,56.63,12.44,25.07,26.11,8.77
4,55.31,2.54,23.7,30.99,83.03,24.62,15.29
1,19.87,23.91,57.49,26.29,73.98,12.13,5.81
1,13.25,57.09,21.61,59.61,20.79,93.6,74.37
2,6.09,80.88,60.24,63.25,96.24,41.63,38.17
5,10.42,86.21,53.37,97.93,51.76,51.9,73.24
1,6.38,36.98,53.85,12.57,26.29,3.09,32.96
4,49.91,50.73,63.05,95.7,79.86,76.86,28.34
5,24.22,87.66,41.24,2.98,70.95,78.0,44.11
2,57.31,99.94,49.32,63.65,99.8,73.65,4.98
3,5.22,38.99,72.25,53.12,72.97,89.64,58.41
5,7.85,42.42,63.33,98.66,72.73,94.99,35.02
0,32.15,9.59,20.35,7.89,22.5,55.32,16.23
1,47.53,59.61,59.32,19.17,0.37,37.96,84.58
0,80.09,36.47,99.38,79.6,22.03,87.31,7.57
0,95.57,30.76,28.18,79.06,71.4,8.35,9.18
3,32.82,76.3,9.59,64.61,11.81,30.55,12.22
1,56.85,33.25,48.66,95.48,31.9,34.92,51.08
2,24.97,82.32,91.48,59.63,86.92,48.94,77.05
0,54.99,96.63,34.48,82.77,29.56,38.63,17.69
4,79.8,28.6,86.37,29.04,84.3,22.9,36.93
4,63.96,67.53,27.83,87.92,7.97,90.05,20.8
5,85.84,74.7,77.6,82.55,98.08,99.5,4.72
3,47.4,54.54,74.2,71.63,88.78,31.13,7.0
0,81.04,45.87,46.16,90.69,45.65,65.64,12.62
2,42.4,53.54,94.08,44.84,45.82,97.62,36.44
0,47.02,58.53,58.9,52.69,72.94,38.97,0.6
4,84.26,99.52,12.67,18.89,99.02,94.08,19.55
3,58.46,50.72,49.11,54.79,39.6,31.71,17.12
5,73.59,82.01,13.52,68.67,14.7,87.69,2.22
0,0.03,10.75,75.28,81.78,42.6,35.47,9.02
0,26.74,57.09,29.49,85.6,25.8,39.04,69.2
3,3.96,89.26,50.76,75.36,32.18,95.37,68.57
2,70.01,20.45,92.78,9.18,2.2,62.85,2.21
1,30.97,14.09,74.4,10.72,17.88,41.05,52.91
5,19.44,24.65,8.28,38.92,93.93,92.29,8.42
3,25.9,10.87,96.65,60.7,70.29,14.46,34.72
2,92.53,53.67,14.27,47.38,4.45,32.3,55.48
0,31.91,15.81,56.24,45.22,29.82,97.22,80.54
5,38.59,16.47,12.65,59.21,0.74,62.23,45.27
3,36.81,85.99,92.11,3.48,90.34,21.03,12.17
4,31.04,78.78,40.63,74.05,43.74,23.64,54.65
4,69.14,56.08,57.38,72.56,81.36,5.15,38.75
2,78.98,85.38,55.58,70.38,11.09,73.3,68.03
2,28.6,17.91,65.98,90.59,51.04,21.39,47.59
4,49.65,51.49,84.09,3.54,99.84,91.3,75.83
3,13.19,2.3,39.49,38.8,44.27,74.39,32.22
4,58.18,61.35,92.37,5.14,58.59,55.36,47.82
3,18.93,76.77,89.33,11.36,72.05,30.05,25.86
4,33.15,16.76,10.73,87.6,73.83,6.87,29.9
2,25.84,64.27,46.73,28.0,21.56,23.25,43.67
1,22.1,21.87,58.55,7.38,51.6,62.7,46.64
2,30.85,43.56,49.07,72.94,36.95,62.72,6.36
1,62.31,34.31,59.79,66.83,18.46,35.4,38.74
2,19.31,67.08,61.27,59.77,76.87,65.6,14.65
3,47.95,87.84,65.13,43.98,97.59,31.06,69.82
0,8.12,89.19,24.46,63.01,53.69,74.92,15.94
4,14.9,17.15,2.73,16.47,7.2,98.97,78.53
5,76.48,93.89,64.29,18.07,57.1,79.62,36.38
3,56.01,85.29,75.36,63.62,82.39,75.93,39.24
2,2.86,90.75,25.37,88.32,23.09,53.58,88.88
0,55.55,71.72,83.85,93.75,31.79,39.96,53.2
4,35.47,20.17,78.85,31.48,97.15,9.37,25.95
4,55.36,80.03,69.83,13.08,95.85,67.91,8.58
5,87.84,57.94,26.76,7.37,13.55,22.84,88.02
0,30.57,13.49,14.85,50.05,35.84,6.79,22.99
0,82.01,13.45,12.48,61.94,4.99,46.5,35.63
1,10.65,92.41,22.8,0.58,78.28,87.58,59.88
0,49.67,65.8,72.56,48.69,23.74,50.14,20.05
0,2.33,34.61,11.51,53.45,61.74,19.01,85.0
3,0.58,96.03,39.29,43.56,38.88,30.66,45.46
1,96.19,26.8,97.47,87.75,79.16,65.9,81.67
2,93.24,27.44,21.45,33.82,10.07,85.54,63.2
4,48.4,89.55,28.82,56.2,23.05,38.09,46.48
1,8.62,6.77,72.91,30.87,57.26,84.98,16.94
2,14.34,48.49,92.38,38.88,18.79,29.54,40.81
0,34.52,4.02,81.26,88.15,47.22,68.06,42.01
4,10.16,6.2,60.76,19.43,47.81,31.94,27.89
4,50.65,64.05,97.41,9.97,73.27,73.25,10.26
0,46.95,73.89,23.84,9.72,82.78,9.45,37.93
5,35.52,56.2,19.86,29.96,48.46,98.86,62.65
3,2.06,64.72,97.08,58.74,96.4,34.78,25.48
1,39.39,86.13,50.02,64.72,64.93,13.52,74.46
0,61.73,43.65,25.04,67.24,3.43,95.15,45.33
2,77.82,26.85,58.41,26.31,4.97,40.98,11.24
2,34.7,97.56,88.3,79.6,58.13,11.21,8.22
3,28.19,51.24,80.73,38.16,51.58,73.75,4.59
3,48.49,83.7,13.43,19.55,82.4,63.87,88.02
5,4.76,13.8,33.27,40.95,24.14,36.09,11.73
2,53.35,62.28,55.61,51.16,10.37,61.9,16.76
0,90.36,47.22,27.36,21.63,20.2,53.35,9.49
0,6.6,1.47,78.56,14.17,13.17,76.25,27.49
4,52.79,83.24,19.99,34.35,90.34,84.3,60.15
4,40.85,87.36,3.44,34.91,31.27,13.38,62.65
5,95.63,33.74,39.84,13.47,58.87,97.18,74.2
5,4.59,62.98,79.72,64.27,67.08,23.39,3.09
4,14.26,36.56,5.75,40.73,72.27,17.07,79.63
1,23.1,30.32,14.59,63.54,50.95,64.59,10.76
5,1.77,40.9,3.39,33.71,81.85,55.08,26.97
1,94.45,4.12,27.53,52.79,22.48,55.15,36.87
0,61.92,71.23,15.94,47.52,10.95,80.04,82.69
0,46.1,5.44,43.31,81.58,67.19,75.17,45.64
0,67.29,8.99,92.67,5.12,98.41,65.04,54.89
3,45.43,93.39,2.45,23.59,73.28,20.4,75.14
0,30.51,60.75,16.93,28.62,87.21,78.94,37.63
4,33.63,83.37,50.71,94.43,2.38,83.08,55.92
3,23.17,89.91,98.67,85.11,78.98,61.42,28.11
4,84.62,37.48,64.38,68.4,53.77,81.08,84.39
3,8.85,83.54,92.6,41.66,45.07,1.14,13.87
0,9.57,27.6,53.56,85.81,60.03,66.05,2.68
3,51.56,19.93,84.35,20.63,26.96,40.25,84.52
4,71.08,42.65,53.47,56.08,89.77,20.51,75.58
1,7.01,6.87,14.25,28.48,47.26,93.78,57.35
1,12.84,19.56,69.79,45.52,66.72,17.22,38.58
5,66.92,98.27,67.6,32.97,32.58,5.04,32.24
2,56.67,52.38,24.78,15.23,29.79,14.55,66.49
0,98.56,88.05,29.03,49.49,11.37,99.35,15.7
0,22.14,33.58,20.32,15.84,37.14,40.59,45.58
2,97.33,39.22,31.63,14.9,59.61,63.0,7.92
0,50.28,37.21,7.82,77.42,35.31,30.05,86.58
1,25.34,19.17,44.95,24.43,78.83,90.0,61.14
1,40.08,36.9,3.32,98.08,49.63,51.09,20.67
2,50.78,18.44,42.31,72.44,13.52,88.69,40.49
2,8.88,23.75,35.38,26.41,15.95,46.67,52.99
0,97.19,18.05,86.14,57.01,2.11,30.05,25.83
2,72.86,6.88,92.74,19.54,16.78,1.38,62.53
3,68.2,86.56,73.97,44.32,25.02,15.88,30.84
1,9.14,33.22,35.48,88.61,89.57,19.96,23.99
5,12.95,34.49,16.61,17.46,27.75,76.23,15.28
3,42.27,46.28,22.38,20.09,13.46,13.06,24.22
2,13.93,39.5,46.26,10.54,63.74,61.66,56.7
2,42.66,13.62,45.5,98.33,8.25,11.9,43.32
2,41.87,86.02,32.35,61.58,13.81,13.99,57.55
2,9.03,89.67,77.96,80.98,2.97,15.45,35.88
4,62.36,10.75,93.42,6.64,62.73,62.36,50.26
1,64.41,21.89,95.71,0.11,3.62,70.23,80.29
3,43.16,88.12,74.29,92.64,14.3,5.69,23.44
4,14.18,69.98,65.59,63.25,23.46,15.32,4.81
4,81.27,97.41,67.48,43.14,1.5,59.9,32.33
2,88.59,69.12,44.14,3.84,94.84,81.55,68.19
3,23.88,57.72,89.5,49.37,31.9,18.68,27.68
5,50.84,87.36,60.61,72.58,7.49,30.59,89.39
1,95.37,20.97,65.81,26.92,42.69,57.16,42.98
4,8.43,6.95,3.97,84.29,76.94,91.21,32.98
3,99.99,47.15,74.15,59.5,83.83,24.77,58.18
4,76.56,56.68,58.8,75.69,99.28,6.41,5.93
0,78.76,3.43,18.78,32.17,39.44,27.03,64.32
0,11.78,11.9,66.16,34.91,18.16,95.97,15.07
3,75.14,5.48,69.89,16.2,83.14,5.85,51.89
5,79.72,56.1,37.09,18.45,91.52,51.54,67.9
5,16.69,5.4,61.67,70.95,95.44,16.43,8.14
0,9.96,26.58,43.71,42.02,58.93,83.37,22.55
3,56.09,92.03,89.55,47.1,20.42,40.33,50.66
1,91.75,91.32,41.47,36.48,51.08,40.67,12.01
5,38.78,72.69,32.89,81.06,67.19,34.39,69.71
2,85.29,18.94,5.55,7.41,6.54,24.88,18.12
5,69.98,10.41,97.9,20.58,47.72,63.94,18.22
3,95.2,58.91,6.41,76.67,46.6,24.48,73.93
3,4.18,52.44,58.35,39.6,76.64,30.67,4.88
4,76.15,33.73,68.16,66.22,71.42,35.99,30.61
5,68.52,22.68,63.67,44.45,65.18,47.33,14.82
1,30.18,16.22,85.51,58.58,62.98,8.29,47.37
0,83.53,12.07,50.61,30.71,25.04,6.02,4.65
1,15.47,78.83,44.38,91.26,25.53,67.56,69.86
3,69.7,50.32,38.32,20.0,17.25,71.57,51.9
5,99.19,54.5,54.76,69.09,5.51,31.65,50.88
1,52.87,41.91,76.56,21.3,95.42,51.06,22.13
5,75.63,32.31,1.39,24.09,19.83,90.35,68.46
4,10.03,17.63,90.99,53.77,80.16,49.77,72.2
0,7.13,86.89,31.48,25.01,75.29,11.14,80.84
1,57.56,34.44,68.0,83.71,79.95,20.98,87.7
0,17.35,68.97,17.47,8.43,19.88,10.88,35.09
5,57.04,76.04,22.97,28.46,17.58,8.56,75.47
1,68.48,27.66,55.23,7.92,42.11,76.1,43.93
0,65.44,31.2,2.91,89.45,15.52,79.16,45.87
3,56.64,15.43,54.51,45.82,25.8,32.38,53.13
1,62.1,82.75,26.91,38.66,30.39,62.61,23.31
3,0.9,95.58,10.49,15.04,75.01,53.26,10.27
0,12.46,7.01,69.44,74.76,48.66,61.03,34.08
0,2.2,88.36,32.52,89.72,80.78,0.39,25.1
4,88.13,50.19,47.71,11.08,97.63,73.0,17.21
2,86.82,98.17,84.87,11.76,81.35,60.17,18.49
4,46.15,85.27,41.52,37.22,29.72,90.16,78.61
2,66.88,98.29,27.05,92.59,29.9,33.29,84.16
4,49.19,76.31,74.56,33.33,71.69,22.54,88.82
5,62.64,72.3,69.21,55.96,44.86,94.03,82.7
5,45.92,95.59,74.33,85.97,11.85,72.47,58.98
4,67.64,54.02,88.43,77.38,72.99,74.59,74.64
3,80.02,13.06,70.45,36.01,16.29,70.59,88.98
1,81.8,63.05,78.56,60.13,2.22,81.55,24.21
4,76.24,28.06,70.07,62.11,23.92,22.97,87.7
4,76.26,42.92,77.01,46.53,46.65,57.17,66.22
1,38.75,58.61,98.58,16.53,95.74,90.72,34.75
3,68.43,20.85,59.08,63.25,62.8,10.37,14.66
4,34.53,4.56,15.82,87.28,6.72,38.77,72.12
4,29.0,95.21,97.93,8.56,71.02,88.23,39.31
0,76.16,71.8,85.17,9.69,49.84,11.64,54.07
4,22.96,20.07,68.67,90.8,67.9,76.47,6.88
1,16.45,75.73,96.57,25.34,66.19,42.09,43.69
0,46.64,23.3,34.78,83.49,67.05,65.44,43.22
5,81.39,83.56,70.87,50.97,49.05,24.98,54.58
3,55.82,86.56,67.27,4.56,85.12,68.56,83.62
2,50.65,30.61,37.68,49.53,96.14,46.54,87.04
1,1.5,25.86,21.66,55.66,72.69,36.56,6.57
3,25.98,0.92,40.57,66.95,43.47,73.55,41.73
4,86.83,74.92,80.5,73.21,15.53,74.94,30.63
5,54.72,52.49,58.71,7.5,77.04,46.04,42.36
0,95.97,35.37,18.64,99.05,43.2,75.4,45.19
4,73.98,75.85,43.74,66.69,25.68,10.44,73.5
5,41.93,27.02,38.13,70.51,27.19,87.0,55.7
1,34.13,13.13,79.43,31.19,86.7,33.41,66.74
3,20.38,84.69,78.95,92.88,6.35,7.59,44.96
4,14.61,18.63,1.06,55.34,22.02,4.85,35.09
1,48.02,41.5,42.27,58.75,85.14,31.88,7.93
1,6.23,56.95,55.62,54.77,63.55,15.5,75.67
2,90.2,39.8,44.53,20.8,75.06,66.96,39.6
4,28.53,87.07,60.06,23.0,60.48,82.44,46.08
0,35.26,97.0,60.34,97.13,32.07,10.72,10.94
0,59.47,81.57,97.65,39.88,28.88,89.71,64.44
1,21.52,33.75,81.65,57.76,60.45,65.85,48.22
2,40.92,55.52,46.19,41.92,47.77,80.77,20.9
0,82.59,64.82,47.55,26.43,20.28,51.18,65.63
3,84.9,81.67,35.52,33.27,33.04,86.43,11.01
3,42.7,66.29,19.19,11.39,64.0,97.62,24.84
4,60.23,15.83,22.26,22.65,57.43,91.32,47.15
1,45.75,68.69,94.69,48.61,98.05,78.45,78.36
1,88.47,35.34,92.76,69.92,6.31,49.26,22.53
2,32.25,72.79,18.69,31.86,51.72,90.56,28.59
4,96.11,73.05,16.29,11.43,77.98,54.53,70.73
5,38.8,77.79,48.46,40.4,98.57,63.2,13.2
0,51.13,62.36,65.1,34.09,10.02,1.73,14.89
4,62.36,67.6,41.26,92.5,89.4,73.32,84.44
4,23.97,19.9,27.16,56.31,94.83,97.6,8.33
4,33.79,57.92,41.23,21.42,43.13,19.22,0.81
4,69.38,2.65,58.18,17.44,89.06,3.54,85.91
0,69.67,88.22,70.68,87.75,92.52,52.48,61.66
2,29.4,15.76,27.79,53.4,36.77,87.6,5.71
1,72.23,77.41,51.82,30.57,29.02,75.67,78.57
2,46.83,41.59,15.38,81.68,22.38,47.8,24.79
3,55.43,77.55,37.74,39.31,58.94,91.89,52.71
3,96.12,48.58,12.43,13.2,56.44,18.25,21.5
1,35.75,55.76,73.46,43.67,15.48,41.67,21.65
4,14.41,24.82,43.75,79.76,23.94,91.01,44.33
1,2.26,35.79,63.76,0.42,72.11,82.91,40.04
2,90.53,7.57,48.61,80.92,95.13,37.46,19.81
3,30.09,23.88,65.13,32.1,24.66,41.81,1.13
4,71.04,6.72,48.98,3.52,93.68,21.46,72.89
1,99.77,25.86,25.91,24.65,22.07,9.13,22.53
2,35.64,82.5,19.85,71.22,74.17,61.82,67.45
2,78.48,53.56,40.98,77.96,11.4,26.89,77.24
3,67.52,47.04,98.54,28.7,22.44,84.89,26.69
3,3.11,6.74,47.17,70.08,42.99,32.55,71.77
3,49.26,15.56,26.79,90.03,73.84,42.19,86.53
5,97.12,3.92,42.97,53.45,95.85,43.0,30.31
2,48.71,63.84,19.49,70.49,49.31,90.3,21.52
3,14.29,14.97,96.05,88.94,46.89,31.8,4.32
2,14.97,10.96,91.11,58.96,23.59,76.94,43.48
2,95.92,22.09,15.0,96.7,37.92,48.99,40.86
1,97.05,93.16,38.93,90.91,34.24,96.7,8.14
4,99.4,63.86,14.94,23.48,88.77,63.34,19.61
2,19.34,23.08,23.46,56.54,19.86,84.57,82.54
4,83.0,31.92,19.4,18.53,4.45,81.4,86.5
4,86.74,33.98,78.03,79.14,75.03,18.41,24.39
3,21.39,78.78,73.7,2.25,33.15,33.18,84.64
2,57.69,1.32,51.6,83.52,54.23,39.61,35.8
2,84.7,40.33,58.8,30.2,2.23,10.85,44.98
3,57.7,19.58,82.72,22.26,18.82,11.85,37.87
2,80.78,57.26,40.09,36.09,81.86,83.82,51.79
5,16.28,99.23,60.58,63.64,25.27,52.33,75.77
4,83.94,35.17,39.42,6.15,6.72,4.27,34.05
1,75.38,78.92,31.77,30.71,47.73,32.68,59.27
0,5.99,81.22,87.38,86.59,57.02,45.92,66.76
4,60.31,14.27,1.1,15.39,43.64,83.73,57.61
2,34.38,12.25,23.91,23.72,64.39,73.9,62.6
3,20.5,88.02,57.5,40.99,53.6,39.63,35.89
2,73.89,67.3,2.49,88.75,38.78,70.64,34.49
3,30.62,32.07,4.25,30.82,64.47,7.4,0.94
1,68.56,92.34,55.35,28.64,36.42,59.97,60.11
0,68.95,58.57,80.95,30.96,45.91,41.01,42.89
5,8.78,76.74,73.22,39.4,87.87,43.17,8.65
5,83.65,96.75,11.75,13.92,16.44,48.61,87.54
4,79.73,18.01,58.7,37.42,70.11,33.79,0.93
0,13.16,41.77,75.81,66.63,97.32,55.49,82.38
4,96.81,63.26,22.55,92.55,83.3,51.0,22.23
4,73.98,61.45,0.61,90.15,9.09,52.96,73.74
3,1.62,57.29,57.34,83.64,75.0,29.5,71.23
1,6.54,91.15,83.16,56.97,94.33,99.93,77.67
5,14.91,13.66,21.75,65.68,79.06,57.46,65.94
3,57.03,11.8,12.87,89.53,63.75,6.31,19.89
3,64.03,22.75,1.51,47.61,81.32,53.45,78.86
1,48.93,87.36,1.39,63.8,27.69,45.87,57.68
4,29.97,55.82,14.16,16.15,82.92,28.59,20.38
1,74.39,11.2,15.85,96.15,69.4,99.08,16.13
2,55.96,64.99,62.13,8.57,80.99,50.05,72.0
2,72.71,11.88,75.59,43.87,73.04,20.49,7.45
2,90.74,38.45,95.8,72.77,59.95,9.53,10.1
1,15.86,70.9,24.61,11.68,82.52,48.05,79.05
2,56.17,75.3,6.99,89.17,42.19,84.12,19.29
1,0.94,47.0,99.93,70.88,26.69,15.72,16.15
1,32.05,47.1,32.95,24.94,18.35,13.81,12.74
4,84.53,23.5,39.99,55.26,75.33,43.4,65.23
2,52.32,97.58,8.24,24.3,92.51,67.69,87.51
0,62.5,77.83,89.12,31.01,18.51,13.99,44.36
5,96.74,45.73,98.06,81.61,43.85,23.46,54.26
2,55.45,35.91,93.33,3.65,8.51,0.48,42.13
4,20.57,18.42,24.42,75.84,98.76,24.46,70.35
1,90.75,68.18,94.63,66.75,17.63,22.26,8.69
0,85.8,14.3,4.91,25.92,32.54,10.19,53.69
4,1.77,23.71,9.28,40.08,72.33,42.85,29.39
3,61.18,53.99,33.06,58.93,83.82,56.05,44.31
0,15.32,48.08,66.72,5.98,15.22,5.45,27.22
5,96.17,85.3,23.09,10.73,72.68,35.08,80.07
2,88.53,90.22,9.62,55.66,72.55,49.05,36.51
1,99.22,48.72,31.12,59.1,22.36,86.68,85.4
4,0.62,37.68,84.33,77.1,10.83,26.22,76.84
5,31.31,90.0,45.58,14.57,92.0,41.83,64.08
1,68.86,47.03,48.3,19.03,63.87,29.21,37.5
1,95.91,62.49,37.85,99.39,83.75,92.4,35.86
3,73.39,40.47,9.11,1.89,18.21,18.9,26.86
3,43.31,31.06,77.98,28.81,57.77,34.05,8.22
0,21.46,57.75,91.34,68.4,98.0,21.1,4.58
0,19.53,63.03,75.01,21.88,64.64,16.05,11.82
5,68.19,84.14,24.89,21.67,40.72,66.56,23.25
3,27.13,75.51,56.08,40.1,62.42,45.42,58.65
2,33.49,70.67,66.07,62.62,3.87,50.55,75.07
4,85.5,30.97,21.23,12.53,20.35,45.93,45.17
5,1.09,30.54,63.5,12.31,32.89,99.62,15.72
5,68.77,51.67,29.57,79.07,65.05,98.74,27.97
0,24.52,73.86,32.17,41.45,12.93,1.94,74.61
4,61.68,2.57,88.57,79.74,98.39,38.95,74.68
3,94.36,19.87,76.45,98.4,49.55,72.23,71.16
5,91.71,40.53,10.04,39.81,16.51,75.37,47.18
2,68.9,71.89,40.89,40.25,57.01,5.6,26.1
1,92.26,14.29,51.74,31.74,72.62,11.17,59.02
5,55.43,46.19,27.44,99.97,91.2,55.76,66.93
3,12.77,9.0,91.62,60.43,84.51,19.63,14.35
4,66.85,5.81,76.87,40.73,32.42,31.5,7.73
2,42.81,41.85,0.13,30.68,65.68,49.68,20.25
1,25.02,59.89,21.66,13.54,63.42,79.23,25.19
1,97.96,50.47,12.5,65.68,24.5,33.15,43.38
2,70.45,65.42,47.27,84.35,84.74,27.0,82.13
4,62.99,91.67,7.43,12.47,35.81,8.29,3.38
0,70.59,99.83,58.0,65.39,52.36,31.0,22.9
1,58.1,67.74,11.93,67.62,4.21,48.12,12.71
1,36.95,72.72,27.67,17.67,79.12,71.41,6.55
5,96.96,64.08,73.01,26.53,72.45,73.32,0.7
2,47.67,42.72,2.15,58.11,50.57,8.27,26.38
2,24.44,5.26,16.08,57.91,58.65,86.01,12.12
0,65.0,66.48,37.58,26.05,45.59,81.0,78.59
5,97.42,33.75,3.88,84.9,98.07,3.74,49.65
2,12.06,27.06,61.7,64.93,98.53,13.41,76.22
4,35.96,3.53,75.79,97.43,84.39,3.54,41.54
2,9.76,31.63,18.2,78.89,57.94,29.94,32.36
5,54.6,76.79,65.68,57.72,76.68,69.03,84.99
0,50.36,53.77,1.37,41.55,9.51,44.16,61.13
2,23.25,59.51,6.07,16.43,32.87,47.93,63.01
0,40.17,1.82,15.32,32.07,41.58,81.53,17.73
5,41.28,39.39,62.19,80.36,29.95,42.86,71.66
0,88.98,45.25,41.82,21.91,38.51,25.98,56.85
4,87.62,79.37,23.5,19.41,80.73,90.13,36.5
4,74.35,77.73,96.13,47.39,81.36,8.6,32.38
3,69.13,61.8,96.15,84.81,67.41,70.75,53.21
5,97.85,27.57,78.43,49.93,87.35,28.08,18.9
5,9.32,29.63,61.59,44.84,90.9,12.81,66.39
1,21.2,2.49,22.87,15.89,68.3,74.36,70.95
1,12.81,53.88,62.04,94.12,61.25,89.67,86.02
0,76.9,75.65,11.45,63.75,67.43,82.54,13.82
0,80.06,2.42,3.93,27.14,18.15,85.39,17.47
3,98.72,37.89,43.22,16.87,62.62,10.67,49.73
2,26.41,9.17,3.45,83.81,21.52,72.77,18.49
0,13.25,62.18,49.9,25.75,83.21,4.91,11.82
3,19.47,76.99,64.33,96.47,11.26,72.12,55.29
5,14.88,41.54,25.82,71.26,62.32,5.36,74.72
5,84.65,17.26,41.34,76.05,4.14,1.65,81.92
0,4.52,93.93,97.66,57.05,96.42,0.5,89.44
0,91.41,23.96,53.58,98.9,14.06,26.71,31.77
1,13.66,74.24,62.87,4.67,55.79,56.34,24.67
1,69.28,49.52,99.79,57.93,49.36,42.79,28.37
5,23.46,40.26,27.98,39.1,14.68,82.69,51.99
3,11.41,79.16,76.87,44.22,34.4,57.67,18.65
3,12.07,40.48,75.45,22.07,86.03,19.44,57.11
0,91.01,59.69,45.45,87.64,71.61,44.24,18.61
